Player,Pos,Nation,Age,MP,Min,Gls,Ast,G+A,Gls_90,Ast_90,xG,xAG,Comp,Squad
Gianluigi Donnarumma,GK,it ITA,24.0,25,2169,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Paris S-G
Gift Orban,FW,ng NGA,21.0,13,474,1,0,1,0.19,0.0,1.1,0.0,fr Ligue 1,Lyon
Gino Caoki,MF,fr FRA,19.0,1,7,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lorient
Gino Infantino,MF,ar ARG,20.0,6,96,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Fiorentina
Gio Reyna,"FW,MF",us USA,20.0,9,235,0,1,1,0.0,0.38,0.3,0.5,eng Premier League,Nott'ham Forest
Gio Reyna,"MF,FW",us USA,20.0,11,280,0,0,0,0.0,0.0,0.8,0.8,de Bundesliga,Dortmund
Giorgi Kvernadze,"FW,DF",ge GEO,20.0,5,63,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Frosinone
Giorgi Mamardashvili,GK,ge GEO,22.0,37,3284,0,0,0,0.0,0.0,0.0,0.4,es La Liga,Valencia
Giorgio Cittadini,DF,it ITA,21.0,6,121,0,0,0,0.0,0.0,0.0,0.0,"it Serie A, it Serie A","Monza, Genoa"
Giorgio Scalvini,DF,it ITA,19.0,33,2544,1,3,4,0.04,0.11,1.4,1.1,it Serie A,Atalanta
Giorgos Kyriakopoulos,DF,gr GRE,27.0,28,1712,0,3,3,0.0,0.16,1.2,1.4,it Serie A,Monza
Giovani Lo Celso,MF,ar ARG,27.0,22,506,2,2,4,0.36,0.36,0.6,1.9,eng Premier League,Tottenham
Giovanni Bonfanti,DF,it ITA,20.0,2,89,0,0,0,0.0,0.0,0.1,0.0,it Serie A,Atalanta
Giovanni Di Lorenzo,DF,it ITA,29.0,36,3234,1,6,7,0.03,0.17,3.1,4.9,it Serie A,Napoli
Giovanni Fabbian,"MF,FW",it ITA,20.0,27,1057,5,2,7,0.43,0.17,4.2,1.9,it Serie A,Bologna
Giovanni González,DF,uy URU,28.0,34,2464,1,1,2,0.04,0.04,0.5,1.4,es La Liga,Mallorca
Giovanni Simeone,FW,ar ARG,28.0,28,800,1,0,1,0.11,0.0,3.4,0.6,it Serie A,Napoli
Giuliano Simeone,FW,ar ARG,20.0,14,630,1,2,3,0.14,0.29,2.4,2.0,es La Liga,Alavés
Giulio Donati,DF,it ITA,33.0,4,36,0,0,0,0.0,0.0,0.0,0.2,it Serie A,Monza
Giulio Maggiore,MF,it ITA,25.0,27,1800,4,2,6,0.2,0.1,2.3,1.1,it Serie A,Salernitana
Giuseppe Caso,"FW,MF",it ITA,24.0,14,417,0,0,0,0.0,0.0,0.3,0.2,it Serie A,Frosinone
Giuseppe Pezzella,DF,it ITA,25.0,19,1085,0,0,0,0.0,0.0,0.2,0.5,it Serie A,Empoli
Gleison Bremer,DF,br BRA,26.0,36,3233,3,0,3,0.08,0.0,1.4,0.4,it Serie A,Juventus
Gonzalo Escalante,MF,ar ARG,30.0,25,1697,1,2,3,0.05,0.11,1.9,1.7,es La Liga,Cádiz
Gonzalo García,"FW,MF",es ESP,19.0,2,19,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Real Madrid
Gonzalo Melero,"MF,FW",es ESP,29.0,28,1103,1,1,2,0.08,0.08,2.0,1.2,es La Liga,Almería
Gonzalo Montiel,DF,ar ARG,26.0,14,801,0,2,2,0.0,0.22,0.1,1.4,eng Premier League,Nott'ham Forest
Gonzalo Villar,MF,es ESP,25.0,35,1803,1,3,4,0.05,0.15,1.9,2.2,es La Liga,Granada
Gonçalo Guedes,"FW,MF",pt POR,26.0,17,951,3,2,5,0.28,0.19,2.3,1.5,es La Liga,Villarreal
Gonçalo Paciência,"FW,MF",pt POR,28.0,19,650,3,1,4,0.42,0.14,3.0,1.3,de Bundesliga,Bochum
Gonçalo Ramos,FW,pt POR,22.0,29,1419,11,1,12,0.7,0.06,10.9,2.4,fr Ligue 1,Paris S-G
Gorka Guruzeta,FW,es ESP,26.0,32,2217,14,5,19,0.57,0.2,11.6,2.4,es La Liga,Athletic Club
Gorka Rivera Alonso,DF,es ESP,18.0,1,3,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Getafe
Granit Xhaka,MF,ch SUI,30.0,33,2821,3,0,3,0.1,0.0,1.8,2.7,de Bundesliga,Leverkusen
Grant Ranos,"MF,FW",am ARM,20.0,9,49,0,0,0,0.0,0.0,0.3,0.0,de Bundesliga,Gladbach
Gregor Kobel,GK,ch SUI,25.0,27,2365,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Dortmund
Grejohn Kyei,FW,fr FRA,27.0,26,1026,2,1,3,0.18,0.09,4.9,1.2,fr Ligue 1,Clermont Foot
Grigoris Kastanos,"MF,DF",cy CYP,25.0,26,1480,3,3,6,0.18,0.18,2.9,2.8,it Serie A,Salernitana
Grischa Prömel,MF,de GER,28.0,28,2139,4,5,9,0.17,0.21,3.8,2.8,de Bundesliga,Hoffenheim
Grégoire Coudert,GK,fr FRA,24.0,3,181,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Brest
Grégoire Defrel,"FW,MF",mq MTQ,32.0,20,757,1,2,3,0.12,0.24,1.0,1.2,it Serie A,Sassuolo
Guela Doué,DF,ci CIV,20.0,24,1234,0,2,2,0.0,0.15,0.5,1.1,fr Ligue 1,Rennes
Guglielmo Vicario,GK,it ITA,26.0,38,3420,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Tottenham
Guido Rodríguez,MF,ar ARG,29.0,24,1846,2,0,2,0.1,0.0,0.7,0.8,es La Liga,Betis
Guillaume Dietsch,GK,fr FRA,22.0,1,73,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Metz
Guillaume Restes,GK,fr FRA,18.0,34,3060,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Toulouse
Guillermo Maripán,DF,cl CHI,29.0,23,1767,1,0,1,0.05,0.0,0.4,0.5,fr Ligue 1,Monaco
Guillermo Ochoa,GK,mx MEX,38.0,21,1890,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Salernitana
Gustav Isaksen,FW,dk DEN,22.0,28,1074,3,1,4,0.25,0.08,1.6,2.6,it Serie A,Lazio
Gustavo Hamer,MF,nl NED,26.0,36,2910,4,6,10,0.12,0.19,3.0,6.1,eng Premier League,Sheffield Utd
Gustavo Puerta,"DF,MF",co COL,20.0,7,46,0,0,0,0.0,0.0,0.1,0.1,de Bundesliga,Leverkusen
Gvidas Gineitis,MF,lt LTU,19.0,14,538,0,0,0,0.0,0.0,0.4,0.5,it Serie A,Torino
Habib Diarra,"MF,FW",sn SEN,19.0,31,2305,3,1,4,0.12,0.04,3.4,1.3,fr Ligue 1,Strasbourg
Habib Keita,MF,ml MLI,21.0,27,1278,1,0,1,0.07,0.0,0.7,0.6,fr Ligue 1,Clermont Foot
Habib Maïga,"MF,FW",ci CIV,27.0,7,147,0,0,0,0.0,0.0,0.1,0.0,fr Ligue 1,Metz
Hakan Çalhanoğlu,MF,tr TUR,29.0,32,2556,13,3,16,0.46,0.11,10.1,4.7,it Serie A,Inter
Hamari Traoré,DF,ml MLI,31.0,31,2292,0,2,2,0.0,0.08,0.5,1.5,es La Liga,Real Sociedad
Hamed Junior Traorè,MF,ci CIV,23.0,12,429,0,0,0,0.0,0.0,1.1,0.7,"eng Premier League, it Serie A","Bournemouth, Napoli"
Hamza Rafia,MF,tn TUN,24.0,28,1204,1,0,1,0.07,0.0,0.8,0.8,it Serie A,Lecce
Han-Noah Massengo,"MF,DF",fr FRA,22.0,3,16,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Burnley
Hannes Delcroix,DF,be BEL,24.0,12,589,0,0,0,0.0,0.0,0.4,0.2,eng Premier League,Burnley
Hannibal Mejbri,MF,tn TUN,20.0,6,104,0,0,0,0.0,0.0,0.0,0.5,es La Liga,Sevilla
Hannibal Mejbri,"MF,FW",tn TUN,20.0,5,133,1,0,1,0.68,0.0,0.0,0.4,eng Premier League,Manchester Utd
Hans Hateboer,DF,nl NED,29.0,23,1113,0,1,1,0.0,0.08,0.3,2.0,it Serie A,Atalanta
Hans Nicolussi Caviglia,MF,it ITA,23.0,8,268,0,1,1,0.0,0.34,0.1,0.6,it Serie A,Juventus
Harrison Reed,MF,eng ENG,28.0,27,1325,0,2,2,0.0,0.14,0.3,1.1,eng Premier League,Fulham
Harry Kane,FW,eng ENG,30.0,32,2839,36,8,44,1.14,0.25,30.6,6.4,de Bundesliga,Bayern Munich
Harry Maguire,DF,eng ENG,30.0,22,1653,2,2,4,0.11,0.11,2.0,1.2,eng Premier League,Manchester Utd
Harry Toffolo,DF,eng ENG,27.0,23,1459,1,3,4,0.06,0.19,1.6,1.5,eng Premier League,Nott'ham Forest
Harry Wilson,FW,wls WAL,26.0,35,1620,4,6,10,0.22,0.33,3.4,3.5,eng Premier League,Fulham
Harvey Barnes,"FW,MF",eng ENG,25.0,21,802,5,3,8,0.56,0.34,3.6,3.2,eng Premier League,Newcastle Utd
Harvey Elliott,"MF,FW",eng ENG,20.0,34,1352,3,6,9,0.2,0.4,2.7,3.5,eng Premier League,Liverpool
Hassane Kamara,DF,ci CIV,29.0,35,2225,1,1,2,0.04,0.04,1.9,2.8,it Serie A,Udinese
Hendry Blank,DF,de GER,18.0,1,45,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Dortmund
Henrikh Mkhitaryan,MF,am ARM,34.0,36,2785,2,8,10,0.06,0.26,3.6,4.5,it Serie A,Inter
Henrique,DF,br BRA,29.0,11,607,1,0,1,0.15,0.0,0.3,0.4,fr Ligue 1,Lyon
Hianga Mananga Mbock,"MF,FW",fr FRA,23.0,2,9,0,0,0,0.0,0.0,0.1,0.2,fr Ligue 1,Brest
Hicham Boudaoui,MF,dz ALG,23.0,29,1613,2,0,2,0.11,0.0,3.3,1.8,fr Ligue 1,Nice
Hiroki Ito,DF,jp JPN,24.0,26,2228,0,2,2,0.0,0.08,0.9,2.0,de Bundesliga,Stuttgart
Hjalmar Ekdal,DF,se SWE,24.0,8,437,0,0,0,0.0,0.0,0.1,0.1,eng Premier League,Burnley
Houboulang Mendes,DF,gw GNB,25.0,7,396,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Almería
Houssem Aouar,"MF,FW",dz ALG,25.0,16,756,4,0,4,0.48,0.0,2.3,0.5,it Serie A,Roma
Hrvoje Smolčić,DF,hr CRO,22.0,11,347,1,0,1,0.26,0.0,1.0,0.0,de Bundesliga,Eint Frankfurt
Hugo Boutsingkham,"MF,FW",fr FRA,20.0,2,11,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Nantes
Hugo Bueno,"DF,MF",es ESP,20.0,22,741,0,0,0,0.0,0.0,0.3,0.8,eng Premier League,Wolves
Hugo Duro,FW,es ESP,23.0,37,2976,13,2,15,0.39,0.06,11.5,1.3,es La Liga,Valencia
Hugo Ekitike,FW,fr FRA,21.0,15,725,4,2,6,0.25,0.125,2.4,1.7,"fr Ligue 1, de Bundesliga","Paris S-G, Eint Frankfurt"
Hugo González,"MF,FW",es ESP,20.0,9,87,0,1,1,0.0,1.03,0.0,0.5,es La Liga,Valencia
Hugo Guillamón,MF,es ESP,23.0,26,1315,1,0,1,0.07,0.0,0.2,0.4,es La Liga,Valencia
Hugo Larsson,MF,se SWE,19.0,29,1886,2,1,3,0.1,0.05,1.3,1.4,de Bundesliga,Eint Frankfurt
Hugo Magnetti,MF,fr FRA,25.0,33,2340,2,0,2,0.08,0.0,2.4,1.8,fr Ligue 1,Brest
Hugo Sotelo,MF,es ESP,19.0,17,721,0,1,1,0.0,0.12,0.3,1.6,es La Liga,Celta Vigo
Hugo Álvarez,"MF,DF",es ESP,20.0,12,762,1,1,2,0.12,0.12,1.0,1.5,es La Liga,Celta Vigo
Hwang Hee-chan,"FW,MF",kr KOR,27.0,29,2119,12,3,15,0.51,0.13,7.7,3.0,eng Premier League,Wolves
Hákon Arnar Haraldsson,"FW,MF",is ISL,20.0,26,1284,2,0,2,0.14,0.0,0.8,1.5,fr Ligue 1,Lille
Héctor Bellerín,DF,es ESP,28.0,23,1711,0,1,1,0.0,0.05,0.2,1.6,es La Liga,Betis
Héctor Fort,DF,es ESP,16.0,7,318,0,2,2,0.0,0.57,0.0,0.8,es La Liga,Barcelona
Iago,DF,br BRA,26.0,23,1622,1,1,2,0.06,0.06,1.4,1.6,de Bundesliga,Augsburg
Iago Aspas,FW,es ESP,35.0,35,2707,9,10,19,0.3,0.33,11.5,10.1,es La Liga,Celta Vigo
Ian Maatsen,DF,nl NED,21.0,16,1264,2,2,4,0.14,0.14,0.9,1.4,de Bundesliga,Dortmund
Ian Maatsen,"FW,MF",nl NED,21.0,12,209,0,0,0,0.0,0.0,0.8,0.1,eng Premier League,Chelsea
Ianis Hagi,"MF,FW",ro ROU,24.0,22,804,0,2,2,0.0,0.22,2.8,2.0,es La Liga,Alavés
Ibou Sané,"MF,FW",sn SEN,18.0,9,128,1,0,1,0.7,0.0,0.7,0.0,fr Ligue 1,Metz
Ibrahim Cissoko,"FW,MF",nl NED,20.0,11,241,1,1,2,0.37,0.37,0.8,0.4,fr Ligue 1,Toulouse
Ibrahim Diakité,DF,gn GUI,19.0,5,109,0,0,0,0.0,0.0,0.0,0.2,fr Ligue 1,Reims
Ibrahim Salah,"FW,MF",ma MAR,21.0,23,524,4,1,5,0.69,0.17,3.1,0.5,fr Ligue 1,Rennes
Ibrahim Sangaré,MF,ci CIV,25.0,17,1035,0,0,0,0.0,0.0,0.6,0.4,eng Premier League,Nott'ham Forest
Ibrahim Sulemana,MF,gh GHA,20.0,21,1339,2,0,2,0.13,0.0,0.8,0.1,it Serie A,Cagliari
Ibrahima Kebe,MF,ml MLI,22.0,2,9,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Girona
Ibrahima Konaté,DF,fr FRA,24.0,22,1574,0,0,0,0.0,0.0,0.7,0.4,eng Premier League,Liverpool
Ibrahima Koné,FW,ml MLI,24.0,10,309,0,0,0,0.0,0.0,0.4,0.1,"es La Liga, fr Ligue 1","Almería, Lorient"
Ibrahima Sissoko,MF,ml MLI,25.0,27,1642,0,1,1,0.0,0.05,1.0,1.7,fr Ligue 1,Strasbourg
Ichem Ferrah,FW,fr FRA,17.0,1,3,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lille
Iddrisu Baba,MF,gh GHA,27.0,25,1430,0,0,0,0.0,0.0,0.7,0.6,es La Liga,Almería
Idrissa Gana Gueye,MF,sn SEN,33.0,25,1884,4,0,4,0.19,0.0,1.3,1.1,eng Premier League,Everton
Iglesias,"DF,FW",es ESP,25.0,23,1412,0,2,2,0.0,0.13,0.6,0.7,es La Liga,Getafe
Ignacio Miramon,MF,ar ARG,20.0,2,39,0,0,0,0.0,0.0,0.1,0.0,fr Ligue 1,Lille
Ignasi Miquel,DF,es ESP,30.0,34,2992,1,1,2,0.03,0.03,1.4,1.2,es La Liga,Granada
Ignatius Ganago,"FW,MF",cm CMR,24.0,6,184,0,0,0,0.0,0.0,0.4,0.6,fr Ligue 1,Nantes
Igor,DF,br BRA,25.0,24,1637,0,0,0,0.0,0.0,0.3,0.7,eng Premier League,Brighton
Igor Carioca,"DF,MF",br BRA,26.0,5,262,0,0,0,0.0,0.0,0.0,0.3,fr Ligue 1,Lorient
Igor Zubeldia,DF,es ESP,26.0,30,2518,0,2,2,0.0,0.07,0.8,1.1,es La Liga,Real Sociedad
Ihlas Bebou,"FW,DF",tg TOG,29.0,32,1636,7,5,12,0.39,0.28,4.9,2.6,de Bundesliga,Hoffenheim
Iker Muniain,"MF,FW",es ESP,30.0,20,594,2,0,2,0.3,0.0,1.7,0.4,es La Liga,Athletic Club
Iker Muñoz,MF,es ESP,20.0,28,1854,4,0,4,0.19,0.0,1.1,0.2,es La Liga,Osasuna
Ilaix Moriba,"MF,FW",gn GUI,20.0,14,605,0,2,2,0.0,0.3,0.3,0.6,es La Liga,Getafe
Ilario Monterisi,DF,it ITA,21.0,24,1469,2,2,4,0.12,0.12,1.1,0.4,it Serie A,Frosinone
Ilhan Fakili,"MF,FW",fr FRA,17.0,3,94,0,0,0,0.0,0.0,0.2,0.0,fr Ligue 1,Clermont Foot
Ilia Gruev,MF,bg BUL,23.0,1,4,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Werder Bremen
Ilias Akhomach,"MF,FW",ma MAR,19.0,31,1511,2,2,4,0.12,0.12,3.2,2.6,es La Liga,Villarreal
Iliman Ndiaye,"FW,MF",sn SEN,23.0,30,1618,3,3,6,0.17,0.17,4.5,2.6,fr Ligue 1,Marseille
Illia Zabarnyi,DF,ua UKR,20.0,37,3330,1,0,1,0.03,0.0,1.1,0.4,eng Premier League,Bournemouth
Imanol,DF,es ESP,23.0,9,525,0,0,0,0.0,0.0,0.0,0.2,es La Liga,Athletic Club
Imran Louza,MF,ma MAR,24.0,14,863,1,3,4,0.1,0.31,1.1,2.5,fr Ligue 1,Lorient
Ionuț Radu,GK,ro ROU,26.0,2,180,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Bournemouth
Iron Gomis,MF,fr FRA,23.0,5,134,0,0,0,0.0,0.0,0.6,0.2,it Serie A,Salernitana
Irvin Cardona,"MF,DF",fr FRA,25.0,3,54,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Augsburg
Isaac Carcelen,DF,es ESP,30.0,35,2611,0,0,0,0.0,0.0,0.6,1.0,es La Liga,Cádiz
Isaac Palazón Camacho,"MF,FW",es ESP,28.0,37,2791,4,1,5,0.13,0.03,5.9,1.9,es La Liga,Rayo Vallecano
Isaac Romero,FW,es ESP,23.0,14,1039,4,4,8,0.35,0.35,7.3,1.7,es La Liga,Sevilla
Isaac Success,"FW,MF",ng NGA,27.0,27,880,1,1,2,0.1,0.1,2.7,1.1,it Serie A,Udinese
Isak Hansen-Aarøen,MF,no NOR,18.0,3,27,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Werder Bremen
Isak Hien,DF,se SWE,24.0,26,1801,0,1,1,0.0,0.05,0.6000000000000001,0.1,"it Serie A, it Serie A","Hellas Verona, Atalanta"
Isco,MF,es ESP,31.0,29,2326,8,5,13,0.31,0.19,8.3,6.4,es La Liga,Betis
Ismail Jakobs,DF,sn SEN,23.0,22,1466,1,2,3,0.06,0.12,1.3,1.8,fr Ligue 1,Monaco
Ismaila Sarr,"FW,MF",sn SEN,25.0,23,1447,3,4,7,0.19,0.25,3.2,2.5,fr Ligue 1,Marseille
Ismaily,DF,br BRA,33.0,30,2465,1,1,2,0.04,0.04,0.3,1.2,fr Ligue 1,Lille
Ismaël Bennacer,MF,dz ALG,25.0,20,1151,2,2,4,0.16,0.16,1.7,2.5,it Serie A,Milan
Ismaël Doukouré,"MF,DF",fr FRA,20.0,22,1656,0,0,0,0.0,0.0,0.3,0.2,fr Ligue 1,Strasbourg
Ismaël Traoré,DF,ci CIV,36.0,26,2220,2,0,2,0.08,0.0,0.8,0.2,fr Ligue 1,Metz
Issa Diop,DF,fr FRA,26.0,18,1424,0,0,0,0.0,0.0,0.3,0.0,eng Premier League,Fulham
Issa Kaboré,DF,bf BFA,22.0,24,1729,0,2,2,0.0,0.1,0.2,2.1,eng Premier League,Luton Town
Issa Soumaré,"FW,MF",sn SEN,22.0,7,237,0,0,0,0.0,0.0,0.4,0.6,fr Ligue 1,Le Havre
Issiaga Sylla,"DF,FW",gn GUI,29.0,19,1455,1,2,3,0.06,0.12,1.4,1.7,fr Ligue 1,Montpellier
Ivan Cavaleiro,FW,pt POR,29.0,17,770,1,1,2,0.12,0.12,1.3,1.2,fr Ligue 1,Lille
Ivan Ilić,MF,rs SRB,22.0,31,2098,3,2,5,0.13,0.09,2.1,5.0,it Serie A,Torino
Ivan Ordets,DF,ua UKR,31.0,24,1880,1,0,1,0.05,0.0,1.3,0.5,de Bundesliga,Bochum
Ivan Perišić,FW,hr CRO,34.0,5,103,0,1,1,0.0,0.87,0.1,0.9,eng Premier League,Tottenham
Ivan Provedel,GK,it ITA,29.0,30,2699,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Lazio
Ivan Rakitić,MF,hr CRO,35.0,18,1425,2,1,3,0.13,0.06,1.3,3.0,es La Liga,Sevilla
Ivan Toney,FW,eng ENG,27.0,17,1450,4,2,6,0.25,0.12,6.0,1.5,eng Premier League,Brentford
Ivo Grbić,GK,hr CRO,27.0,9,771,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Iván Alejo,MF,es ESP,28.0,30,1692,0,2,2,0.0,0.11,0.5,1.3,es La Liga,Cádiz
Iván Balliu,DF,al ALB,31.0,33,2873,0,1,1,0.0,0.03,0.7,2.6,es La Liga,Rayo Vallecano
Iván Cuéllar,GK,es ESP,39.0,1,90,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Mallorca
Iván Martín,MF,es ESP,24.0,36,2729,5,4,9,0.16,0.13,2.9,3.4,es La Liga,Girona
Iván Villar,GK,es ESP,26.0,12,1014,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Celta Vigo
Iñaki González,MF,es ESP,19.0,1,5,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Las Palmas
Iñaki Peña,GK,es ESP,24.0,10,900,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Barcelona
Iñaki Williams,FW,gh GHA,29.0,34,2844,12,3,15,0.38,0.09,9.4,6.3,es La Liga,Athletic Club
Iñigo Arguibide,DF,es ESP,18.0,1,17,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Osasuna
Iñigo Lekue,DF,es ESP,30.0,27,2002,0,2,2,0.0,0.09,0.2,1.1,es La Liga,Athletic Club
Iñigo Martínez,DF,es ESP,32.0,20,1296,0,0,0,0.0,0.0,0.4,0.0,es La Liga,Barcelona
Iñigo Ruiz de Galarreta,MF,es ESP,29.0,29,2091,1,1,2,0.04,0.04,0.3,2.3,es La Liga,Athletic Club
Jack Cork,MF,eng ENG,34.0,4,27,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Burnley
Jack Grealish,"FW,MF",eng ENG,27.0,20,1009,3,1,4,0.27,0.09,2.1,2.5,eng Premier League,Manchester City
Jack Harrison,"MF,FW",eng ENG,26.0,29,2214,3,3,6,0.12,0.12,3.6,3.4,eng Premier League,Everton
Jack Hinshelwood,DF,eng ENG,18.0,12,869,3,0,3,0.31,0.0,1.9,0.7,eng Premier League,Brighton
Jack Robinson,DF,eng ENG,29.0,34,2885,1,1,2,0.03,0.03,1.2,1.2,eng Premier League,Sheffield Utd
Jackson Tchatchoua,DF,cm CMR,21.0,26,1725,0,2,2,0.0,0.1,0.0,1.3,it Serie A,Hellas Verona
Jacob Brown,"MF,FW",sct SCO,25.0,19,1019,2,0,2,0.18,0.0,2.8,0.7,eng Premier League,Luton Town
Jacob Bruun Larsen,"MF,FW",dk DEN,24.0,32,1249,6,0,6,0.43,0.0,5.0,1.5,eng Premier League,Burnley
Jacob Christensen,MF,dk DEN,22.0,7,219,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Köln
Jacob Murphy,"FW,DF",eng ENG,28.0,21,1189,3,7,10,0.23,0.53,2.1,5.0,eng Premier League,Newcastle Utd
Jacob Ramsey,"FW,MF",eng ENG,22.0,16,853,1,1,2,0.11,0.11,2.2,1.0,eng Premier League,Aston Villa
Jacopo Fazzini,MF,it ITA,20.0,31,1232,1,1,2,0.07,0.07,1.2,2.3,it Serie A,Empoli
Jaden Philogene Bidace,FW,eng ENG,21.0,1,4,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Jadon Sancho,"FW,MF",eng ENG,23.0,17,1026,2,2,4,0.095,0.095,0.7,3.1,"eng Premier League, de Bundesliga","Manchester Utd, Dortmund"
Jaidon Anthony,FW,eng ENG,23.0,3,152,0,0,0,0.0,0.0,0.1,0.0,eng Premier League,Bournemouth
Jailson Siqueira,"DF,MF",br BRA,27.0,14,897,0,1,1,0.0,0.1,0.2,0.5,es La Liga,Celta Vigo
Jaime Báez,"FW,MF",uy URU,28.0,11,500,1,0,1,0.18,0.0,0.5,0.5,it Serie A,Frosinone
Jaime Mata,"FW,MF",es ESP,34.0,35,1787,5,1,6,0.25,0.05,5.6,1.5,es La Liga,Getafe
Jaka Bijol,DF,si SVN,24.0,24,2084,0,0,0,0.0,0.0,1.9,0.2,it Serie A,Udinese
Jake O'Brien,DF,ie IRL,22.0,27,2369,4,2,6,0.15,0.08,3.6,1.1,fr Ligue 1,Lyon
Jakub Jankto,"MF,FW",cz CZE,27.0,18,872,1,2,3,0.1,0.21,1.5,0.5,it Serie A,Cagliari
Jakub Kamiński,"FW,MF",pl POL,21.0,17,473,0,2,2,0.0,0.38,0.5,0.7,de Bundesliga,Wolfsburg
Jakub Kiwior,DF,pl POL,23.0,20,946,1,3,4,0.1,0.29,0.8,0.9,eng Premier League,Arsenal
Jakub Moder,"MF,DF",pl POL,24.0,17,618,0,0,0,0.0,0.0,0.6,0.8,eng Premier League,Brighton
Jamaal Lascelles,DF,eng ENG,29.0,16,1080,1,0,1,0.08,0.0,0.7,0.1,eng Premier League,Newcastle Utd
Jamal Musiala,"MF,FW",de GER,20.0,24,1755,10,5,15,0.51,0.26,7.9,6.0,de Bundesliga,Bayern Munich
James Garner,MF,eng ENG,22.0,37,3004,1,2,3,0.03,0.06,2.7,4.6,eng Premier League,Everton
James Hill,DF,eng ENG,21.0,5,76,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Bournemouth
James Maddison,MF,eng ENG,26.0,28,2135,4,9,13,0.17,0.38,6.4,5.9,eng Premier League,Tottenham
James McConnell,MF,eng ENG,18.0,3,4,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
James Mcatee,MF,eng ENG,20.0,1,1,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Manchester City
James Mcatee,"MF,FW",eng ENG,20.0,30,1822,3,3,6,0.15,0.15,3.1,2.9,eng Premier League,Sheffield Utd
James Milner,"DF,MF",eng ENG,37.0,15,773,0,2,2,0.0,0.23,0.3,1.8,eng Premier League,Brighton
James Shea,GK,eng ENG,32.0,1,15,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Luton Town
James Tarkowski,DF,eng ENG,30.0,38,3419,1,1,2,0.03,0.03,2.6,2.5,eng Premier League,Everton
James Tomkins,DF,eng ENG,34.0,4,10,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Crystal Palace
James Trafford,GK,eng ENG,20.0,28,2520,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Burnley
James Ward-Prowse,MF,eng ENG,28.0,37,3001,7,7,14,0.21,0.21,6.0,7.8,eng Premier League,West Ham
Jamie Donley,FW,eng ENG,18.0,3,3,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Tottenham
Jamie Gittens,"FW,MF",eng ENG,18.0,25,1058,1,4,5,0.09,0.34,2.2,2.8,de Bundesliga,Dortmund
Jamie Leweling,"FW,MF",de GER,22.0,34,1523,4,4,8,0.24,0.24,6.1,3.2,de Bundesliga,Stuttgart
Jan Oblak,GK,si SVN,30.0,38,3420,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Atlético Madrid
Jan Paul van Hecke,DF,nl NED,23.0,28,2369,0,0,0,0.0,0.0,1.2,0.9,eng Premier League,Brighton
Jan Schöppner,MF,de GER,24.0,26,1998,2,2,4,0.09,0.09,1.1,1.5,de Bundesliga,Heidenheim
Jan Thielmann,"FW,DF",de GER,21.0,22,1579,1,0,1,0.06,0.0,2.3,1.1,de Bundesliga,Köln
Jan-Carlo Simic,DF,rs SRB,18.0,4,146,1,0,1,0.62,0.0,0.6,0.0,it Serie A,Milan
